ID,Ph,Calcium(in ppm),Magnesium(in ppm),Chlorine(in ppm),Benzene(in ppb),THM(in ppb),Copper(in ppm),Nitrate(in ppm),Drinking Purpose,Ailments,Cement Industry Purpose,Irrigation Purpose
11479,11.41026,252.25882,181.69242,44.73857,22.70081,17.38287,21.2747,59.64194,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11480,7.28304,56.50946,29.24304,3.50999,2.52854,0.03662,1.8733,1.23515,Yes,Safe,Yes,No
11481,9.6682,134.36735,233.28987,372.83201,79.9039,152.50183,89.3195,223.39947,Yes,Safe,Yes,Yes
11482,11.98292,237.44757,41.79525,94.70639,139.85771,162.54888,20.91628,277.66312,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11483,7.49957,326.25517,292.03086,122.50057,309.52627,48.14068,84.56676,369.98029,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11484,8.43559,57.80458,19.41648,3.98596,4.69164,9.05222,1.17106,6.15587,Yes,Safe,Yes,No
11485,7.65447,59.84476,14.2507,2.20209,2.14333,4.46336,0.78603,2.81276,Yes,Safe,Yes,No
11486,1.77919,298.17265,245.1093,337.0274,78.34189,103.18393,24.38577,128.64101,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11487,6.50687,6.16418,84.99322,108.06056,295.03143,237.13566,59.22102,62.30219,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11488,10.67327,484.61522,70.1635,358.0057,228.4726,175.18269,90.77031,40.15063,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11489,8.01396,271.83596,325.12408,454.28974,351.16476,40.57109,55.57023,250.98544,Yes,Safe,Yes,Yes
11490,5.58011,48.53857,43.73946,113.1866,4.71055,5.52951,0.10247,34.69024,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11491,7.4297,433.21296,312.69702,342.11524,152.57453,298.41441,38.68382,314.20851,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11492,9.69874,225.37315,95.50471,166.16607,100.86468,13.50099,23.71124,111.33376,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11493,5.10375,44.33697,42.62268,69.84858,1.69636,6.49545,0.04856,70.14162,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11494,5.5666,40.13594,34.36378,142.76774,1.65462,5.56771,0.09656,88.11542,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11495,4.27474,83.6194,219.07735,388.77198,126.33405,207.98911,93.23976,5.40721,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea",No,No
11496,2.79849,215.52588,21.06523,44.4503,327.40904,65.39062,36.71043,92.48756,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11497,8.40015,284.27103,13.64135,69.42795,179.3808,134.49647,13.52082,195.80757,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11498,2.94834,26.67997,223.43367,107.80186,332.20045,309.84255,66.49897,456.67657,Yes,Safe,Yes,Yes
11499,4.43773,14.37786,97.56174,43.8206,193.00554,382.7948,69.21526,247.24217,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11500,2.41492,169.30794,328.02427,470.68548,36.7023,301.69563,56.06245,481.11874,Yes,Safe,Yes,Yes
11501,9.20084,353.52768,239.10541,48.95196,344.00798,272.66705,44.36355,470.85083,Yes,Safe,Yes,Yes
11502,9.92212,44.21437,22.50992,156.24886,334.65142,166.46769,1.14212,447.48528,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",No,No
11503,5.02032,36.52315,42.24653,78.6505,2.42589,7.99045,0.12159,50.21886,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11504,11.9681,363.74278,156.20943,376.78639,332.52232,207.52071,90.86428,352.17278,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11505,5.81354,45.6014,40.02902,76.89307,2.10409,7.02158,0.07417,36.5344,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11506,6.4429,30.4734,55.46833,71.31151,3.32845,2.02218,0.06383,144.34729,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11507,7.18907,30.31411,13.15061,2.49682,4.74978,6.08478,0.68949,6.40289,Yes,Safe,Yes,No
11508,5.32111,353.17093,34.80298,184.94986,117.10191,76.873,6.78293,392.19227,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11509,1.8762,51.88816,367.85514,48.48548,152.56567,204.37755,77.953,402.54512,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11510,4.88078,245.93304,349.10083,97.01195,73.36304,279.02688,12.90332,218.9785,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11511,7.89347,23.04558,21.56432,2.21695,2.11673,6.97452,0.08561,1.87975,Yes,Safe,Yes,No
11512,8.85988,431.32963,170.70116,81.65635,72.69092,395.39211,82.58796,57.071,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11513,7.56854,66.13311,26.24101,2.90878,0.92722,9.44782,1.54086,6.31252,Yes,Safe,Yes,No
11514,11.42539,279.33676,21.72468,61.5274,21.72668,48.23313,12.50701,166.03537,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11515,5.48207,38.75744,59.06495,65.87794,0.40715,5.12516,0.13718,40.22027,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11516,5.61076,206.42374,23.67189,32.12167,20.48423,92.73449,52.74284,346.56914,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11517,6.07977,55.34591,39.00343,126.03238,1.38565,2.44739,0.15987,75.62925,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11518,8.23194,28.77132,13.79415,3.65914,3.32305,3.82117,0.148,0.53685,Yes,Safe,Yes,No
11519,7.10721,30.12971,24.34825,2.76799,2.07551,0.92453,0.48189,3.6102,Yes,Safe,Yes,No
11520,5.12859,39.52163,31.51198,77.63166,3.51671,9.77152,0.03699,43.0226,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11521,13.48971,448.57194,145.17046,53.23414,261.61528,339.9628,49.34491,252.75877,Yes,Safe,Yes,Yes
11522,6.67546,40.47853,34.22133,118.88595,4.5066,3.25993,0.04993,83.21823,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11523,8.45744,74.00223,12.81584,3.7238,0.22046,4.84971,0.65081,0.6726,Yes,Safe,Yes,No
11524,7.94218,262.14974,69.00705,342.32709,319.02151,155.46118,38.10314,202.92785,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11525,13.08543,450.4272,311.70671,407.49196,35.03741,220.57616,49.45599,161.08727,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11526,11.29096,296.13315,96.03436,48.1425,46.56602,155.16503,1.50475,205.52567,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
11527,6.63219,45.43516,21.24257,3.83613,3.40224,8.5637,0.32373,7.08238,Yes,Safe,No,No
11528,8.12393,30.64309,13.2839,3.35764,2.47783,0.45901,0.6195,8.67157,Yes,Safe,Yes,No
11529,6.55684,33.55248,10.35923,3.05697,1.06471,1.66203,0.92723,2.75109,Yes,Safe,No,No
11530,9.53698,499.39682,90.00998,8.25007,19.67391,96.47939,3.90785,65.41553,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11531,5.33304,51.40454,57.63958,104.53854,3.01116,1.93227,0.05324,74.18175,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11532,6.2403,38.708,54.95535,119.28696,0.92149,7.34097,0.03454,135.36899,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11533,7.17871,51.19522,22.84052,2.11043,0.7017,4.14159,0.80206,7.39982,Yes,Safe,Yes,No
11534,6.03329,37.05663,35.82183,86.69315,3.59375,6.22412,0.07019,103.6529,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11535,13.3258,276.79711,146.04252,184.03694,302.63802,359.99307,42.71596,398.63213,Yes,Safe,Yes,Yes
11536,7.11756,65.19711,26.13832,3.33533,4.99339,5.45302,0.25543,3.25118,Yes,Safe,Yes,No
11537,11.68629,2.04049,301.04039,492.72682,307.51897,282.16275,27.08129,347.45677,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11538,12.2731,259.50295,302.98239,137.4339,183.61651,345.77759,89.6927,117.76993,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11539,9.14159,183.74229,131.67897,82.01452,155.48027,108.7035,28.68553,4.85208,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea",Yes,No
11540,7.10819,73.9693,15.68672,2.35206,0.21864,3.34482,0.51327,1.7877,Yes,Safe,Yes,No
11541,6.9706,39.04265,16.13423,2.72754,0.39947,5.33007,0.57262,2.51796,Yes,Safe,No,No
11542,4.38157,478.93341,52.61176,266.50164,29.99351,139.1774,98.92446,173.99826,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11543,7.81132,141.94087,119.49402,136.62062,36.64376,168.08211,29.71606,109.51372,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11544,11.36953,292.09573,362.86488,240.46908,387.15975,277.28881,47.09723,80.20709,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11545,1.64908,224.05804,111.75268,330.65966,119.36551,344.55066,77.202,289.69844,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11546,6.26108,54.17186,35.86755,103.12025,2.91933,9.73917,0.13644,71.50225,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11547,11.67863,196.22614,157.86221,86.96655,140.41475,22.69877,25.55066,155.43914,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11548,5.34047,53.94583,30.80329,75.62397,3.06518,0.00082,0.10766,114.53968,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11549,6.3477,56.76385,55.9329,104.07055,4.97302,8.36782,0.17894,146.60077,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11550,6.48976,19.24738,243.70012,470.66066,304.20716,7.26908,5.86665,121.72308,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",No,No
11551,5.14615,54.45704,38.42683,125.17875,3.98318,8.80104,0.19987,69.00845,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11552,0.43163,359.10566,365.94996,88.48991,90.80213,150.4648,2.01161,162.51575,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11553,6.61567,138.95649,263.71505,180.981,275.56781,341.0521,90.1024,89.6485,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11554,8.25402,74.85153,23.41423,2.16614,3.31348,5.88226,0.39631,8.16706,Yes,Safe,Yes,No
11555,5.61995,38.35318,42.91661,88.66328,2.85106,9.30059,0.01766,149.32407,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11556,6.0634,51.66922,40.98041,120.56425,0.61647,8.74755,0.09,65.17846,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11557,6.87523,58.77258,56.13729,147.91467,2.24161,1.52664,0.13919,43.58777,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11558,7.73249,51.58694,14.30074,3.32382,2.33486,5.08814,1.1178,9.49482,Yes,Safe,Yes,No
11559,6.59911,21.68164,18.62231,2.98035,4.3119,8.48573,1.03645,5.45089,Yes,Safe,No,No
11560,0.61503,405.34416,387.38492,484.52966,344.60273,395.8196,8.48225,165.17002,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11561,6.52074,48.68556,38.13464,146.74441,4.07081,8.89968,0.10049,38.62363,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11562,6.75809,39.80301,54.01865,77.19362,0.865,7.58571,0.06986,148.68835,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11563,6.5752,68.59985,25.72331,3.05441,2.56905,0.31763,1.11729,2.95764,Yes,Safe,No,No
11564,6.93877,33.9957,45.19588,82.73931,2.38281,3.77242,0.04918,118.21376,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11565,5.91269,126.61232,340.08266,184.83682,264.34234,163.77379,7.43761,147.8138,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11566,6.91607,39.6245,42.20726,50.68113,3.51661,7.9278,0.14997,107.98906,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11567,7.72636,30.76734,26.86409,2.96795,3.57014,1.64796,0.84042,6.95885,Yes,Safe,Yes,No
11568,9.61402,18.27953,174.43606,4.69171,68.57367,182.51601,27.39824,130.32143,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11569,0.87531,380.27536,313.79746,354.08993,156.62069,172.34664,13.42512,315.59121,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11570,7.38538,74.99947,16.49864,3.3,0.59653,1.83322,1.63755,1.91648,Yes,Safe,Yes,No
11571,11.10444,136.748,6.83884,86.96878,113.99817,169.7553,9.30073,142.7922,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11572,7.55209,48.34091,21.52013,2.68173,2.14437,5.49131,1.25102,9.3069,Yes,Safe,Yes,No
11573,8.00271,74.42458,26.08655,3.01031,3.65422,9.71055,0.39412,7.13156,Yes,Safe,Yes,No
11574,6.11756,35.35692,50.30514,100.35857,2.77315,5.37343,0.09737,142.77575,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11575,5.02048,179.9498,249.56109,409.8346,371.12937,7.10403,57.1275,14.73799,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",No,No
11576,8.04192,20.71299,23.80601,2.92188,0.56044,7.93897,0.3693,5.92108,Yes,Safe,Yes,No
11577,9.12825,4.48443,81.38906,27.8417,6.60862,134.77526,11.95331,266.94602,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11578,5.25883,41.70838,36.05974,51.27807,2.96189,0.38236,0.19081,101.64679,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11579,6.66956,44.81699,19.1924,2.63815,0.88174,5.4077,1.24536,1.04878,Yes,Safe,No,No
11580,6.66548,30.20507,19.84243,3.19773,0.64166,1.53632,0.15908,6.39519,Yes,Safe,No,No
11581,8.42421,56.70229,13.32003,2.681,1.56492,1.41186,0.4369,2.43606,Yes,Safe,Yes,No
11582,5.18016,53.21963,43.02679,140.14342,4.24105,8.02947,0.08667,43.91697,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11583,5.21475,36.7482,45.48534,106.16788,1.1985,7.93927,0.02379,109.37589,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11584,6.15494,477.59662,290.65996,155.09965,292.58002,76.85656,9.37808,444.56412,Yes,Safe,Yes,Yes
11585,9.64489,182.08876,193.91395,53.56123,134.54179,180.43045,25.81726,151.86223,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11586,8.61529,237.34832,33.15816,87.68702,186.4219,118.77013,27.2453,254.45353,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11587,6.11494,288.47316,211.17497,203.01523,384.89038,257.80972,34.51366,484.18344,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11588,4.8922,416.93637,130.03525,150.56555,380.03305,184.16696,77.48992,117.81701,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11589,8.08143,48.8124,18.1231,3.15735,1.07621,6.35062,0.82647,2.87392,Yes,Safe,Yes,No
11590,6.70901,55.16556,24.83565,3.08654,0.55644,4.06497,1.11873,8.44157,Yes,Safe,No,No
11591,5.93793,304.93618,37.9385,436.71167,285.638,332.66329,0.54635,8.65028,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer",No,No
11592,12.605,387.90847,397.94206,62.31776,34.79801,303.74251,22.12976,271.2356,Yes,Safe,Yes,Yes
11593,8.36382,225.78507,191.22939,149.80734,189.85931,75.27457,20.23446,226.44266,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11594,7.7697,74.72978,26.36729,3.2132,0.27247,5.83515,1.41867,9.09201,Yes,Safe,Yes,No
11595,11.36002,269.68054,154.14802,149.90617,90.18707,195.03184,9.20153,54.95275,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11596,6.50782,70.91914,22.53972,3.37892,1.49613,7.6684,1.02571,4.66433,Yes,Safe,No,No
11597,9.98439,298.0263,215.28419,366.61021,397.79615,134.91556,33.30099,453.5283,Yes,Safe,Yes,Yes
11598,9.85369,303.06966,308.48021,129.33183,4.07804,331.53461,42.90175,210.57992,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11599,6.79086,31.713,10.42347,2.64895,4.80886,9.53562,0.52281,6.83088,Yes,Safe,No,No
11600,7.66354,197.33119,356.67046,199.64127,97.51808,122.22153,19.7761,397.4097,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11601,6.39548,38.59382,35.30524,94.50089,2.06608,7.13168,0.12509,27.32373,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11602,8.34078,69.66723,29.50196,2.5043,1.79776,5.00774,1.01999,5.33604,Yes,Safe,Yes,No
11603,7.87485,28.23195,20.70561,3.34223,3.65425,6.26656,0.7645,9.84434,Yes,Safe,Yes,No
11604,6.06504,40.78374,40.33665,61.48577,3.82868,4.00144,0.1295,32.54487,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11605,5.01756,47.04571,52.25717,74.44172,0.83984,5.41568,0.18701,47.07395,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11606,7.56738,31.10581,16.19568,3.80145,2.61207,8.74406,0.8916,5.1287,Yes,Safe,Yes,No
11607,8.00566,302.94565,62.4373,56.83042,74.39693,184.23616,96.8483,413.37419,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11608,7.15168,48.42121,14.99971,2.67776,3.90096,1.84675,1.86125,9.73843,Yes,Safe,Yes,No
11609,6.95772,31.08719,14.15621,3.36232,2.05441,2.29565,0.06089,7.56608,Yes,Safe,No,No
11610,6.90096,31.68729,34.34803,122.42145,2.60005,8.75362,0.08,38.33549,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11611,1.8173,399.51921,268.40196,77.93342,119.61706,77.36573,69.72477,325.89879,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11612,9.86628,323.48993,280.96515,489.69683,264.5155,177.25111,93.14468,185.97427,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11613,8.04366,36.13561,11.05295,3.11146,0.62216,0.7116,0.92071,2.90885,Yes,Safe,Yes,No
11614,7.34015,218.35491,20.93989,187.45451,145.18025,108.9029,11.64177,210.215,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11615,7.96524,70.65241,378.26423,87.04505,174.04518,156.35408,82.14159,281.57725,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11616,9.06234,281.98379,77.45311,170.55736,349.90223,367.48804,54.05687,385.59076,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11617,10.98177,252.16123,141.34352,117.79827,80.75849,33.62559,6.80797,256.46279,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11618,6.80776,59.17199,41.34108,111.27761,1.67786,4.52765,0.18661,62.12516,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11619,1.60335,290.95604,47.61133,82.6144,201.73137,20.93828,3.87502,488.37143,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11620,8.21899,60.56375,23.6206,2.21124,3.16471,3.59118,1.13626,3.01647,Yes,Safe,Yes,No
11621,7.84956,38.84204,10.23458,2.91377,4.30743,7.5956,1.24232,3.39145,Yes,Safe,Yes,No
11622,11.63246,224.56665,172.97219,193.46646,188.10462,165.68669,4.93774,29.28868,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11623,6.55575,55.51019,48.06459,97.81608,4.81252,7.51224,0.10861,75.10644,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11624,7.82372,63.18444,28.26199,2.60098,0.23602,5.0436,0.78229,3.33913,Yes,Safe,Yes,No
11625,2.66527,93.75247,106.82818,14.30833,113.05196,373.28173,66.63354,177.51516,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11626,5.23726,40.34667,50.76014,80.50043,2.11036,6.72352,0.10969,42.78914,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11627,5.93521,51.81663,45.44212,119.82457,3.71264,6.57383,0.11673,61.07588,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11628,10.99174,93.74292,162.33897,136.75509,55.27713,131.86533,14.31901,276.14754,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11629,7.87746,195.12568,137.66624,168.10417,105.25193,6.57143,14.14192,283.5183,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",Yes,No
11630,6.96241,47.25929,16.83322,3.67306,4.04291,3.61029,0.18213,7.14784,Yes,Safe,No,No
11631,11.15081,230.56603,106.56264,187.22097,130.91612,33.27451,27.65493,51.35122,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11632,13.06118,203.27597,120.32018,362.95954,115.15657,2.24716,21.10416,154.30184,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",No,No
